ZipCode,Population,LivingArea
53048,3435,suburban
53049,2437,rural
53050,7129,urban
53051,38250,urban
53057,1843,rural
53058,3312,suburban
53059,1906,rural
53061,4969,suburban
53063,1693,rural
53065,2335,rural
53066,36416,urban
53069,689,rural
53070,4901,suburban
53072,26384,urban
53073,16090,urban
53074,13098,urban
53075,3281,suburban
53076,3620,suburban
53078,1691,rural
53079,1355,rural
53080,5052,urban
53081,43704,urban
53083,21370,urban
53085,11378,urban
53086,8904,urban
53088,283,rural
53089,19621,urban
53090,21956,urban
53091,2088,rural
53092,20844,urban
53093,1988,rural
53094,18341,urban
53095,27608,urban
53097,7254,urban
53098,11649,urban
53099,11,rural
53103,3695,suburban
53104,5781,urban
53105,29504,urban
53108,2822,suburban
53110,18197,urban
53114,2405,rural
53115,16071,urban
53118,7383,urban
53119,5741,urban
53120,10645,urban
53121,18813,urban
53122,6456,urban
53125,2826,suburban
53126,7233,urban
53127,108,rural
53128,9299,urban
53129,14678,urban
53130,7715,urban
53132,36182,urban
53137,1581,rural
53139,2180,rural
53140,30261,urban
53142,33350,urban
53143,22358,urban
53144,26674,urban
53146,7804,urban
53147,17624,urban
53149,19318,urban
53150,25860,urban
53151,32398,urban
53153,2604,suburban
53154,36266,urban
53156,3344,suburban
53157,0,rural
53158,17397,urban
53167,474,rural
53168,9053,urban
53170,2265,rural
53172,20785,urban
53176,222,rural
53177,8457,urban
53178,2643,suburban
53179,7088,urban
53181,7628,urban
53182,9603,urban
53183,3021,suburban
53184,4301,suburban
53185,18550,urban
53186,34163,urban
53188,34338,urban
53189,26315,urban
53190,19104,urban
53191,3264,suburban
53192,49,rural
53195,80,rural
53202,25081,urban
53203,1878,rural
53204,37687,urban
53205,8337,urban
53206,21847,urban
53207,35120,urban
53208,28155,urban
53209,46908,urban
53210,25706,urban
53211,34406,urban
53212,29142,urban
53213,27727,urban
53214,35358,urban
53215,59400,urban
53216,31398,urban
53217,30098,urban
53218,43302,urban
53219,33994,urban
53220,27366,urban
53221,39238,urban
53222,24771,urban
53223,29397,urban
53224,20989,urban
53225,26963,urban
53226,18223,urban
53227,24114,urban
53228,14793,urban
53233,14627,urban
53235,9254,urban
53295,135,rural
53402,34608,urban
53403,26579,urban
53404,13993,urban
53405,26987,urban
53406,26116,urban
53501,145,rural
53502,2293,rural
53503,1999,rural
53504,2241,rural
53505,373,rural
53506,1016,rural
53507,2305,rural
53508,5791,urban
53510,1449,rural
53511,48714,urban
53515,2623,suburban
53516,2235,rural
53517,1908,rural
53518,1493,rural
53520,6754,urban
53521,3403,suburban
53522,928,rural
53523,4971,suburban
53525,4049,suburban
53526,562,rural
53527,10798,urban
53528,6141,urban
53529,2507,suburban
53530,4666,suburban
53531,4414,suburban
53532,16279,urban
53533,7273,urban
53534,12256,urban
53536,8936,urban
53537,954,rural
53538,18669,urban
53540,157,rural
53541,819,rural
53543,1726,rural
53544,781,rural
53545,23571,urban
53546,29505,urban
53548,20314,urban
53549,10169,urban
53550,1260,rural
53551,9217,urban
53553,655,rural
53554,951,rural
53555,8784,urban
53556,2296,rural
53557,335,rural
53558,12902,urban
53559,6382,urban
53560,3542,suburban
53561,2020,rural
53562,28817,urban
53563,11716,urban
53565,4640,suburban
53566,15122,urban
53569,1089,rural
53570,2634,suburban
53571,66,rural
53572,10358,urban
53573,3070,suburban
53574,4066,suburban
53575,18108,urban
53576,2291,rural
53577,1229,rural
53578,6414,urban
53579,1729,rural
53580,453,rural
53581,10158,urban
53582,1170,rural
53583,6145,urban
53584,10,rural
53585,2226,rural
53586,2136,rural
53587,1141,rural
53588,3844,suburban
53589,19936,urban
53590,42872,urban
53593,26724,urban
53594,5054,urban
53597,20542,urban
53598,3727,suburban
53599,96,rural
53703,37444,urban
53704,47731,urban
53705,24786,urban
53706,3660,suburban
53711,48498,urban
53713,22940,urban
53714,16599,urban
53715,15761,urban
53716,18710,urban
53717,13207,urban
53718,16935,urban
53719,32933,urban
53726,5474,urban
53792,0,rural
53801,1052,rural
53802,131,rural
53803,1152,rural
53804,1320,rural
53805,5521,urban
53806,1561,rural
53807,4409,suburban
53808,974,rural
53809,4655,suburban
53810,369,rural
53811,3228,suburban
53812,354,rural
53813,6254,urban
53816,895,rural
53817,207,rural
53818,15997,urban
53820,2304,rural
53821,7663,urban
53825,525,rural
53826,1473,rural
53827,327,rural
53901,14815,urban
53910,3455,suburban
53911,1424,rural
53913,21287,urban
53916,22929,urban
53919,2182,rural
53920,438,rural
53922,1028,rural
53923,2224,rural
53924,1353,rural
53925,8665,urban
53926,1767,rural
53928,97,rural
53929,2602,suburban
53930,1219,rural
53931,353,rural
53932,2461,rural
53933,4341,suburban
53934,4303,suburban
53935,294,rural
53936,1313,rural
53937,1124,rural
53939,339,rural
53940,0,rural
53941,3028,suburban
53942,126,rural
53943,1245,rural
53944,2355,rural
53946,4099,suburban
53947,341,rural
53948,8320,urban
53949,6364,urban
53950,5277,urban
53951,2432,rural
53952,3987,suburban
53953,140,rural
53954,6892,urban
53955,5662,urban
53956,3093,suburban
53959,14115,urban
53960,3347,suburban
53961,922,rural
53962,24,rural
53963,14172,urban
53964,3467,suburban
53965,11201,urban
53968,2397,rural
53969,318,rural
54001,7934,urban
54002,6629,urban
54003,1171,rural
54004,2280,rural
54005,3019,suburban
54006,834,rural
54007,963,rural
54009,2655,suburban
54011,6860,urban
54013,3537,suburban
54014,2179,rural
54015,4016,suburban
54016,33213,urban
54017,19430,urban
54020,7682,urban
54021,7195,urban
54022,23511,urban
54023,4700,suburban
54024,4700,suburban
54025,7130,urban
54026,1962,rural
54027,1020,rural
54028,2564,suburban
54082,1468,rural
54101,2957,suburban
54102,747,rural
54103,536,rural
54104,1095,rural
54106,5346,urban
54107,3566,suburban
54110,5762,urban
54111,2207,rural
54112,2767,suburban
54113,3614,suburban
54114,5843,urban
54115,48107,urban
54119,787,rural
54120,240,rural
54121,3194,suburban
54123,183,rural
54124,3340,suburban
54125,506,rural
54126,4179,suburban
54127,72,rural
54128,2106,rural
54129,3362,suburban
54130,27322,urban
54135,2963,suburban
54136,6893,urban
54137,1100,rural
54138,871,rural
54139,3179,suburban
54140,8522,urban
54141,2595,suburban
54143,14985,urban
54149,1197,rural
54150,1157,rural
54151,3376,suburban
54152,244,rural
54153,7006,urban
54154,5683,urban
54155,7959,urban
54156,1454,rural
54157,6002,urban
54159,1345,rural
54160,232,rural
54161,2652,suburban
54162,9501,urban
54165,7973,urban
54166,16698,urban
54169,3173,suburban
54170,3748,suburban
54171,3852,suburban
54173,3728,suburban
54174,3089,suburban
54175,1165,rural
54177,2683,suburban
54180,3204,suburban
54201,5347,urban
54202,1631,rural
54204,1840,rural
54205,2113,rural
54207,179,rural
54208,6193,urban
54209,1492,rural
54210,675,rural
54211,264,rural
54212,796,rural
54213,1468,rural
54214,466,rural
54215,224,rural
54216,5977,urban
54217,7688,urban
54220,40327,urban
54227,1588,rural
54228,2895,suburban
54229,5143,urban
54230,4319,suburban
54232,870,rural
54234,2124,rural
54235,17952,urban
54241,14111,urban
54245,1972,rural
54246,888,rural
54247,2292,rural
54301,21614,urban
54302,31281,urban
54303,27634,urban
54304,28057,urban
54307,1343,rural
54311,37440,urban
54313,39819,urban
54401,31304,urban
54403,24774,urban
54405,2812,suburban
54406,3890,suburban
54407,1267,rural
54408,1204,rural
54409,12997,urban
54410,2432,rural
54411,5058,urban
54412,2027,rural
54413,192,rural
54414,3359,suburban
54416,1563,rural
54417,17,rural
54418,1005,rural
54420,1372,rural
54421,3834,suburban
54422,1437,rural
54423,2185,rural
54424,1552,rural
54425,1903,rural
54426,4215,suburban
54427,1105,rural
54428,965,rural
54430,126,rural
54433,1839,rural
54435,2007,rural
54436,2185,rural
54437,3016,suburban
54440,2729,suburban
54441,898,rural
54442,1482,rural
54443,2078,rural
54446,3322,suburban
54447,470,rural
54448,4296,suburban
54449,25954,urban
54450,420,rural
54451,10963,urban
54452,18920,urban
54454,1351,rural
54455,19178,urban
54456,5710,urban
54457,8111,urban
54458,115,rural
54459,1282,rural
54460,2739,suburban
54462,379,rural
54463,680,rural
54464,88,rural
54465,629,rural
54466,2704,suburban
54467,14557,urban
54469,1894,rural
54470,2066,rural
54471,1727,rural
54473,2606,suburban
54474,4441,suburban
54475,1425,rural
54476,19451,urban
54479,3596,suburban
54480,1413,rural
54481,27894,urban
54482,9516,urban
54484,5630,urban
54485,313,rural
54486,2099,rural
54487,9914,urban
54488,1107,rural
54489,1503,rural
54490,953,rural
54491,1496,rural
54493,621,rural
54494,27373,urban
54495,7812,urban
54498,2446,rural
54499,2775,suburban
54501,21172,urban
54511,1505,rural
54512,1393,rural
54513,431,rural
54514,2039,rural
54515,558,rural
54517,186,rural
54519,1196,rural
54520,3793,suburban
54521,8292,urban
54524,688,rural
54525,264,rural
54526,719,rural
54527,839,rural
54529,1168,rural
54530,712,rural
54531,1292,rural
54534,2582,suburban
54536,172,rural
54537,593,rural
54538,2943,suburban
54539,1274,rural
54540,840,rural
54541,1451,rural
54542,544,rural
54545,900,rural
54546,1111,rural
54547,1362,rural
54548,5601,urban
54550,585,rural
54552,4246,suburban
54554,1056,rural
54555,4759,suburban
54556,1164,rural
54557,999,rural
54558,2137,rural
54559,919,rural
54560,635,rural
54561,71,rural
54562,1763,rural
54563,811,rural
54564,367,rural
54565,48,rural
54566,1381,rural
54568,4888,suburban
54601,51393,urban
54603,14198,urban
54610,1561,rural
54611,1291,rural
54612,5671,urban
54613,1851,rural
54614,2436,rural
54615,11024,urban
54616,2502,suburban
54618,2314,rural
54619,3713,suburban
54621,1394,rural
54622,1966,rural
54623,2075,rural
54624,1496,rural
54625,305,rural
54626,1457,rural
54627,2009,rural
54628,955,rural
54629,2610,suburban
54630,4126,suburban
54631,1734,rural
54632,1150,rural
54634,4238,suburban
54635,1707,rural
54636,16394,urban
54637,176,rural
54638,1483,rural
54639,2457,rural
54642,2267,rural
54643,0,rural
54644,1353,rural
54645,69,rural
54646,4230,suburban
54648,1665,rural
54650,24327,urban
54651,1291,rural
54652,1154,rural
54653,1135,rural
54654,140,rural
54655,1792,rural
54656,18115,urban
54657,351,rural
54658,2614,suburban
54659,1371,rural
54660,16074,urban
54661,3789,suburban
54664,1723,rural
54665,8554,urban
54666,2761,suburban
54667,5058,urban
54669,8247,urban
54670,1810,rural
54701,41633,urban
54703,43399,urban
54720,8507,urban
54721,1475,rural
54722,4011,suburban
54723,1017,rural
54724,7483,urban
54725,3045,suburban
54726,1815,rural
54727,4625,suburban
54728,5972,urban
54729,33977,urban
54730,5258,urban
54731,717,rural
54732,3041,suburban
54733,1318,rural
54734,683,rural
54736,4218,suburban
54737,622,rural
54738,3547,suburban
54739,5358,urban
54740,1949,rural
54741,1850,rural
54742,5149,urban
54745,2203,rural
54746,686,rural
54747,2427,rural
54748,1256,rural
54749,1525,rural
54750,1041,rural
54751,26145,urban
54754,1691,rural
54755,7161,urban
54756,950,rural
54757,3544,suburban
54758,4760,suburban
54759,1373,rural
54760,186,rural
54761,1238,rural
54762,1296,rural
54763,1125,rural
54766,1873,rural
54767,3369,suburban
54768,6494,urban
54769,585,rural
54770,2105,rural
54771,4467,suburban
54772,1044,rural
54773,3519,suburban
54801,6292,urban
54805,1593,rural
54806,11395,urban
54810,2678,suburban
54812,6018,urban
54813,623,rural
54814,2921,suburban
54817,2066,rural
54819,2410,rural
54820,752,rural
54821,1377,rural
54822,4721,suburban
54824,2318,rural
54826,698,rural
54827,333,rural
54828,772,rural
54829,5573,urban
54830,3134,suburban
54832,376,rural
54835,951,rural
54836,1035,rural
54837,3718,suburban
54838,1117,rural
54839,304,rural
54840,4624,suburban
54841,272,rural
54842,190,rural
54843,12610,urban
54844,237,rural
54845,122,rural
54846,603,rural
54847,2360,rural
54848,5891,urban
54849,1710,rural
54850,300,rural
54853,3805,suburban
54854,965,rural
54855,1005,rural
54856,1635,rural
54857,15,rural
54858,1622,rural
54859,2073,rural
54861,251,rural
54862,294,rural
54864,1456,rural
54865,521,rural
54867,579,rural
54868,15756,urban
54870,1733,rural
54871,3236,suburban
54872,2855,suburban
54873,3294,suburban
54874,3996,suburban
54875,1282,rural
54876,1897,rural
54880,30211,urban
54888,1293,rural
54889,2820,suburban
54891,3315,suburban
54893,3922,suburban
54895,895,rural
54896,1395,rural
54901,37640,urban
54902,21670,urban
54904,22610,urban
54909,1968,rural
54911,25623,urban
54913,23419,urban
54914,31359,urban
54915,43089,urban
54921,1382,rural
54922,1210,rural
54923,8850,urban
54926,132,rural
54927,359,rural
54928,513,rural
54929,8951,urban
54930,1843,rural
54931,417,rural
54932,1295,rural
54933,320,rural
54935,42454,urban
54937,21192,urban
54940,4656,suburban
54941,2431,rural
54942,10707,urban
54943,2118,rural
54944,9001,urban
54945,3415,suburban
54946,559,rural
54947,2242,rural
54948,186,rural
54949,3438,suburban
54950,2447,rural
54952,27186,urban
54956,46109,urban
54960,2476,rural
54961,14153,urban
54962,1080,rural
54963,7351,urban
54964,962,rural
54965,1297,rural
54966,2058,rural
54967,455,rural
54968,2840,suburban
54970,3945,suburban
54971,10599,urban
54974,1675,rural
54977,1410,rural
54978,86,rural
54979,1463,rural
54980,234,rural
54981,14867,urban
54982,6941,urban
54983,4378,suburban
54984,3169,suburban
54985,270,rural
54986,5535,urban
55001,2960,suburban
55003,3801,suburban
55005,4496,suburban
55006,3537,suburban
55007,2316,rural
55008,15321,urban
55009,8060,urban
55011,10844,urban
55012,1923,rural
55013,6828,urban
55014,28711,urban
55016,38162,urban
55017,834,rural
55018,937,rural
55019,2099,rural
55020,4349,suburban
55021,30837,urban
55024,36504,urban
55025,25428,urban
55026,498,rural
55027,2862,suburban
55029,101,rural
55030,1346,rural
55031,1748,rural
55032,3440,suburban
55033,29474,urban
55036,45,rural
55037,5025,urban
55038,23143,urban
55040,14113,urban
55041,7516,urban
55042,11935,urban
55043,3562,suburban
55044,59141,urban
55045,7771,urban
55046,6056,urban
55047,2293,rural
55049,2617,suburban
55051,9462,urban
55052,1885,rural
55053,1001,rural
55054,2442,rural
55055,3951,suburban
55056,14084,urban
55057,24999,urban
55060,29651,urban
55063,9459,urban
55065,1292,rural
55066,18948,urban
55068,31352,urban
55069,5659,urban
55070,8186,urban
55071,5739,urban
55072,4419,suburban
55073,3824,suburban
55074,2235,rural
55075,20610,urban
55076,21943,urban
55077,13697,urban
55079,8837,urban
55080,3189,suburban
55082,36233,urban
55084,1853,rural
55085,450,rural
55087,458,rural
55088,1770,rural
55089,1607,rural
55090,384,rural
55092,11195,urban
55101,7606,urban
55102,18956,urban
55103,14187,urban
55104,44643,urban
55105,27396,urban
55106,59197,urban
55107,14376,urban
55108,15334,urban
55109,34575,urban
55110,38838,urban
55111,95,rural
55112,46403,urban
55113,41798,urban
55114,3124,suburban
55115,8889,urban
55116,26533,urban
55117,46743,urban
55118,28774,urban
55119,44430,urban
55120,5230,urban
55121,8590,urban
55122,32019,urban
55123,27555,urban
55124,55237,urban
55125,45329,urban
55126,27367,urban
55127,18406,urban
55128,28766,urban
55129,28685,urban
55130,19606,urban
55150,137,rural
55155,0,rural
55301,12650,urban
55302,7150,urban
55303,51398,urban
55304,48902,urban
55305,21687,urban
55306,16116,urban
55307,3393,suburban
55308,9642,urban
55309,20148,urban
55310,1375,rural
55311,37908,urban
55312,1505,rural
55313,25118,urban
55314,1033,rural
55315,6644,urban
55316,23877,urban
55317,21773,urban
55318,28981,urban
55319,5402,urban
55320,5258,urban
55321,5376,urban
55322,3708,suburban
55324,1183,rural
55325,4837,suburban
55327,4706,suburban
55328,9572,urban
55329,1915,rural
55330,43549,urban
55331,19317,urban
55332,1919,rural
55333,715,rural
55334,2670,suburban
55335,1598,rural
55336,8273,urban
55337,47810,urban
55338,1106,rural
55339,959,rural
55340,9117,urban
55341,3479,suburban
55342,1808,rural
55343,26472,urban
55344,15083,urban
55345,21528,urban
55346,18132,urban
55347,30833,urban
55349,3531,suburban
55350,18683,urban
55352,10210,urban
55353,3273,suburban
55354,2957,suburban
55355,9505,urban
55356,5969,urban
55357,3344,suburban
55358,5238,urban
55359,6883,urban
55360,3242,suburban
55362,19601,urban
55363,5465,urban
55364,14442,urban
55366,489,rural
55367,997,rural
55368,1829,rural
55369,37592,urban
55370,563,rural
55371,17383,urban
55372,33818,urban
55373,5460,urban
55374,16249,urban
55375,4355,suburban
55376,17992,urban
55378,31701,urban
55379,47662,urban
55381,1940,rural
55382,3538,suburban
55384,1921,rural
55385,1277,rural
55386,9391,urban
55387,14157,urban
55388,6098,urban
55389,2561,suburban
55390,2973,suburban
55391,15621,urban
55395,2555,suburban
55396,2175,rural
55397,3221,suburban
55398,16845,urban
55401,10957,urban
55402,590,rural
55403,16349,urban
55404,28413,urban
55405,16523,urban
55406,35997,urban
55407,38921,urban
55408,31613,urban
55409,11262,urban
55410,20525,urban
55411,31397,urban
55412,25497,urban
55413,14299,urban
55414,31788,urban
55415,5722,urban
55416,34181,urban
55417,25610,urban
55418,31136,urban
55419,29051,urban
55420,23119,urban
55421,30249,urban
55422,28953,urban
55423,36986,urban
55424,10712,urban
55425,11002,urban
55426,25711,urban
55427,25581,urban
55428,33035,urban
55429,29071,urban
55430,23191,urban
55431,19501,urban
55432,32529,urban
55433,34240,urban
55434,33096,urban
55435,13753,urban
55436,14288,urban
55437,19051,urban
55438,16763,urban
55439,9407,urban
55441,18242,urban
55442,13349,urban
55443,33120,urban
55444,17627,urban
55445,13330,urban
55446,27079,urban
55447,21775,urban
55448,29029,urban
55449,30859,urban
55450,6,rural
55454,8739,urban
55455,5749,urban
55601,159,rural
55602,311,rural
55603,360,rural
55604,3788,suburban
55605,620,rural
55606,150,rural
55607,225,rural
55609,149,rural
55612,485,rural
55613,229,rural
55614,2267,rural
55615,302,rural
55616,7365,urban
55702,456,rural
55703,902,rural
55704,1044,rural
55705,3247,suburban
55706,1646,rural
55707,3183,suburban
55708,635,rural
55709,4360,suburban
55710,1292,rural
55711,537,rural
55712,598,rural
55713,1098,rural
55716,292,rural
55717,291,rural
55718,3115,suburban
55719,5710,urban
55720,17565,urban
55721,3709,suburban
55722,825,rural
55723,2009,rural
55724,711,rural
55725,114,rural
55726,987,rural
55731,5292,urban
55732,1406,rural
55733,5328,urban
55734,6424,urban
55735,1739,rural
55736,1406,rural
55738,578,rural
55741,3206,suburban
55742,187,rural
55744,20129,urban
55746,17047,urban
55748,1431,rural
55749,483,rural
55750,2210,rural
55751,1436,rural
55752,433,rural
55753,1161,rural
55756,274,rural
55757,644,rural
55758,180,rural
55760,2957,suburban
55763,504,rural
55764,481,rural
55765,797,rural
55767,4706,suburban
55768,2687,suburban
55769,2397,rural
55771,1658,rural
55772,133,rural
55775,1461,rural
55779,3957,suburban
55780,284,rural
55781,774,rural
55782,488,rural
55783,2348,rural
55784,121,rural
55785,288,rural
55786,234,rural
55787,624,rural
55790,1840,rural
55792,9907,urban
55793,668,rural
55795,1847,rural
55796,118,rural
55797,1356,rural
55798,595,rural
55802,2412,rural
55803,17772,urban
55804,15691,urban
55805,10082,urban
55806,9369,urban
55807,9099,urban
55808,5690,urban
55810,7961,urban
55811,28000,urban
55812,11511,urban
55814,490,rural
55901,57080,urban
55902,26092,urban
55903,0,rural
55904,28892,urban
55905,0,rural
55906,19791,urban
55909,1428,rural
55910,1190,rural
55912,29393,urban
55917,3671,suburban
55918,959,rural
55919,1018,rural
55920,8175,urban
55921,4531,suburban
55922,998,rural
55923,4384,suburban
55924,1225,rural
55925,1172,rural
55926,750,rural
55927,4201,suburban
55929,1229,rural
55931,385,rural
55932,1994,rural
55933,232,rural
55934,3525,suburban
55935,915,rural
55936,1805,rural
55939,1920,rural
55940,2722,suburban
55941,1123,rural
55943,2998,suburban
55944,7885,urban
55945,1384,rural
55946,3447,suburban
55947,7496,urban
55949,1946,rural
55950,102,rural
55951,1449,rural
55952,2793,suburban
55953,803,rural
55954,1340,rural
55955,2596,suburban
55956,2062,rural
55957,773,rural
55959,2049,rural
55960,3218,suburban
55961,533,rural
55962,784,rural
55963,5915,urban
55964,4494,suburban
55965,2308,rural
55967,1087,rural
55968,140,rural
55969,1061,rural
55970,1024,rural
55971,2794,suburban
55972,5330,urban
55973,232,rural
55974,2236,rural
55975,4595,suburban
55976,8452,urban
55977,182,rural
55979,1116,rural
55981,3665,suburban
55982,547,rural
55983,1669,rural
55985,1758,rural
55987,34133,urban
55990,977,rural
55991,1549,rural
55992,5593,urban
56001,50206,urban
56003,15471,urban
56007,21639,urban
56009,1428,rural
56010,1152,rural
56011,9488,urban
56013,4546,suburban
56014,653,rural
56016,893,rural
56017,1756,rural
56019,757,rural
56020,89,rural
56021,1068,rural
56022,67,rural
56023,528,rural
56024,3503,suburban
56025,504,rural
56026,1872,rural
56027,578,rural
56028,1055,rural
56029,582,rural
56030,23,rural
56031,11948,urban
56032,343,rural
56033,402,rural
56034,357,rural
56035,400,rural
56036,1802,rural
56037,1570,rural
56039,948,rural
56041,1056,rural
56042,797,rural
56043,451,rural
56044,2100,rural
56045,897,rural
56046,146,rural
56048,4304,suburban
56050,1316,rural
56051,729,rural
56052,589,rural
56054,1032,rural
56055,3910,suburban
56056,70,rural
56057,4039,suburban
56058,5992,urban
56060,482,rural
56062,3346,suburban
56063,2877,suburban
56065,2684,suburban
56068,928,rural
56069,4795,suburban
56071,13104,urban
56072,2149,rural
56073,17381,urban
56074,1895,rural
56075,153,rural
56078,530,rural
56080,739,rural
56081,6096,urban
56082,14176,urban
56083,811,rural
56085,5219,urban
56087,3087,suburban
56088,2039,rural
56089,271,rural
56090,638,rural
56091,277,rural
56093,12740,urban
56096,2701,suburban
56097,3634,suburban
56098,2005,rural
56101,6127,urban
56110,1623,rural
56111,387,rural
56113,243,rural
56114,356,rural
56115,1305,rural
56116,665,rural
56117,376,rural
56118,494,rural
56119,1039,rural
56120,961,rural
56121,578,rural
56122,598,rural
56123,375,rural
56125,48,rural
56127,498,rural
56128,2039,rural
56129,834,rural
56131,2210,rural
56132,481,rural
56134,391,rural
56136,1300,rural
56137,1061,rural
56138,1025,rural
56139,447,rural
56140,68,rural
56141,312,rural
56142,964,rural
56143,4501,suburban
56144,1095,rural
56145,429,rural
56146,70,rural
56147,191,rural
56149,1145,rural
56150,2755,suburban
56151,707,rural
56152,1380,rural
56153,157,rural
56155,519,rural
56156,6267,urban
56157,724,rural
56158,334,rural
56159,2619,suburban
56160,245,rural
56161,349,rural
56162,237,rural
56164,5632,urban
56165,343,rural
56166,209,rural
56167,659,rural
56168,751,rural
56169,667,rural
56170,601,rural
56171,1605,rural
56172,3014,suburban
56173,256,rural
56174,383,rural
56175,2991,suburban
56176,1004,rural
56178,1790,rural
56180,1117,rural
56181,1259,rural
56183,1325,rural
56185,528,rural
56186,391,rural
56187,15401,urban
56201,24502,urban
56207,220,rural
56208,2054,rural
56209,2476,rural
56210,18,rural
56211,488,rural
56212,531,rural
56214,648,rural
56215,4652,suburban
56216,696,rural
56218,469,rural
56219,1090,rural
56220,2655,suburban
56221,771,rural
56222,2203,rural
56223,1396,rural
56224,326,rural
56225,661,rural
56226,221,rural
56227,285,rural
56228,901,rural
56229,1793,rural
56230,779,rural
56231,382,rural
56232,2390,rural
56235,518,rural
56236,366,rural
56237,585,rural
56239,643,rural
56240,876,rural
56241,3700,suburban
56243,1860,rural
56244,1666,rural
56245,676,rural
56248,770,rural
56249,310,rural
56251,854,rural
56252,1199,rural
56253,936,rural
56255,391,rural
56256,2257,rural
56257,548,rural
56258,15749,urban
56260,966,rural
56262,706,rural
56263,452,rural
56264,2110,rural
56265,7533,urban
56266,1485,rural
56267,6805,urban
56270,1178,rural
56271,1325,rural
56273,5055,urban
56274,232,rural
56276,197,rural
56277,3191,suburban
56278,2756,suburban
56279,1197,rural
56280,482,rural
56281,650,rural
56282,1458,rural
56283,6400,urban
56284,2145,rural
56285,1102,rural
56287,76,rural
56288,4614,suburban
56289,670,rural
56291,423,rural
56292,632,rural
56293,1220,rural
56294,99,rural
56295,312,rural
56296,1806,rural
56297,827,rural
56301,35453,urban
56303,24803,urban
56304,16619,urban
56307,5337,urban
56308,25941,urban
56309,1396,rural
56310,5383,urban
56311,738,rural
56312,2437,rural
56313,83,rural
56314,1355,rural
56315,1872,rural
56316,1417,rural
56318,1010,rural
56319,1301,rural
56320,8223,urban
56321,1631,rural
56323,568,rural
56324,1138,rural
56325,193,rural
56326,1802,rural
56327,824,rural
56328,163,rural
56329,7771,urban
56330,1712,rural
56331,2265,rural
56332,1622,rural
56334,5819,urban
56335,252,rural
56336,1598,rural
56338,1632,rural
56339,1035,rural
56340,2281,rural
56342,2570,suburban
56343,920,rural
56345,14991,urban
56347,8090,urban
56349,786,rural
56350,384,rural
56352,5876,urban
56353,9472,urban
56354,1390,rural
56355,638,rural
56356,278,rural
56357,1356,rural
56358,3204,suburban
56359,3567,suburban
56360,3697,suburban
56361,2594,suburban
56362,5295,urban
56363,230,rural
56364,5816,urban
56367,7089,urban
56368,4149,suburban
56369,560,rural
56371,109,rural
56373,3114,suburban
56374,9895,urban
56375,817,rural
56376,316,rural
56377,20592,urban
56378,8245,urban
56379,17106,urban
56381,2310,rural
56382,1337,rural
56384,313,rural
56385,909,rural
56386,693,rural
56387,7722,urban
56389,93,rural
56401,30827,urban
56425,8547,urban
56431,8834,urban
56433,1562,rural
56434,242,rural
56435,2814,suburban
56437,1376,rural
56438,2736,suburban
56440,1366,rural
56441,3876,suburban
56442,2751,suburban
56443,1391,rural
56444,3221,suburban
56446,1842,rural
56447,720,rural
56448,430,rural
56449,1976,rural
56450,1014,rural
56452,1848,rural
56453,768,rural
56455,1653,rural
56458,405,rural
56461,3188,suburban
56464,4821,suburban
56465,2167,rural
56466,2871,suburban
56467,2705,suburban
56468,4220,suburban
56469,1006,rural
56470,10595,urban
56472,8424,urban
56473,3238,suburban
56474,4430,suburban
56475,1671,rural
56477,2811,suburban
56479,4760,suburban
56481,2406,rural
56482,7407,urban
56484,3202,suburban
56501,17849,urban
56510,2336,rural
56511,1943,rural
56514,3895,suburban
56515,2730,suburban
56516,331,rural
56517,273,rural
56518,395,rural
56519,277,rural
56520,3947,suburban
56521,772,rural
56522,452,rural
56523,432,rural
56524,697,rural
56525,78,rural
56527,946,rural
56528,1758,rural
56529,4585,suburban
56531,1896,rural
56533,299,rural
56534,1321,rural
56535,1263,rural
56536,324,rural
56537,19449,urban
56540,1909,rural
56541,58,rural
56542,2516,suburban
56543,256,rural
56544,5573,urban
56545,638,rural
56546,212,rural
56547,2939,suburban
56548,729,rural
56549,4931,suburban
56550,308,rural
56551,2131,rural
56552,534,rural
56553,202,rural
56554,2740,suburban
56556,1227,rural
56557,2834,suburban
56560,43302,urban
56562,527,rural
56563,1644,rural
56565,125,rural
56566,683,rural
56567,3264,suburban
56568,133,rural
56569,1243,rural
56570,1143,rural
56571,1833,rural
56572,5832,urban
56573,6532,urban
56574,271,rural
56575,644,rural
56576,865,rural
56578,770,rural
56579,1115,rural
56580,1220,rural
56581,261,rural
56583,170,rural
56584,1356,rural
56585,1074,rural
56586,1882,rural
56587,1228,rural
56588,420,rural
56589,1896,rural
56590,377,rural
56591,641,rural
56592,472,rural
56594,451,rural
56601,34176,urban
56621,4475,suburban
56623,2743,suburban
56626,221,rural
56627,222,rural
56628,1580,rural
56629,172,rural
56630,2110,rural
56633,4895,suburban
56634,1775,rural
56636,5119,urban
56637,161,rural
56639,407,rural
56641,402,rural
56644,652,rural
56646,421,rural
56647,838,rural
56649,9066,urban
56650,989,rural
56651,574,rural
56652,474,rural
56653,1247,rural
56654,87,rural
56655,1420,rural
56657,177,rural
56658,0,rural
56659,172,rural
56660,246,rural
56661,990,rural
56662,510,rural
56663,149,rural
56666,1169,rural
56667,838,rural
56668,177,rural
56669,220,rural
56670,1218,rural
